	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
cichlid6994253	AulSau2	D09-F04	16.48	1.0		Aulonocara	saulosi	1.0	1.0	1.0	M	Deep	Chiofu		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994253/fAstCal1.2/cichlid6994253.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Aulonocara_saulosi
cichlid6978886	CynAfr10	D09-F10	17.07	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6978886/cichlid6978886.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6994254	PetNig1	D09-G03	18.51	1.0		Petrotilapia	genalutea	1.0	1.0	1.0	M	Mbuna	Chiofu		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994254/fAstCal1.2/cichlid6994254.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:nigra;		Petrotilapia_genalutea
cichlid6978959	CynAfr11	D09-G04	17.34	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6978959/cichlid6978959.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6994255	TroYel1	D09-G05	18.63	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994255/fAstCal1.2/cichlid6994255.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6978960	CynAfr12	D09-G06	18.98	1.0	cram_problem	Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978960/fAstCal1.2/cichlid6978960.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6978961	CynAfr13	D09-G08	17.38	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6978961/cichlid6978961.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6994256	TroYel2	D09-I01	16.71	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994256/fAstCal1.2/cichlid6994256.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
CICHM16429613	ProOrn10	D09-I04	34.34	1.0		Protomelas	ornatus	1.0	0.0	1.0	U	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429613/CICHM16429613.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Protomelas_ornatus
CICHM16429687	TyrMac3	D09-I05	29.47	1.0		Tyrannochromis	macrostoma	1.0	1.0	1.0	U	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429687/CICHM16429687.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Tyrannochromis_macrostoma
cichlid6978962	TroCho1	D09-I06	19.64	1.0		Tropheops	sp-chiofu-yellow	1.0	1.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978962/fAstCal1.2/cichlid6978962.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid6994257	TroYel3	D09-I07	17.48	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994257/fAstCal1.2/cichlid6994257.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
CICHM16429578	PetGen10	D09-I08	24.38	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429578/CICHM16429578.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Petrotilapia_genalutea
CICHM16429579	PetGen11	D09-I09	29.74	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429579/CICHM16429579.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Petrotilapia_genalutea
CICHM16429580	PetGen12	D09-I10	29.49	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429580/CICHM16429580.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Petrotilapia_genalutea
cichlid6994258	TroYel4	D09-J02	17.42	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994258/fAstCal1.2/cichlid6994258.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994259	TroYel5	D09-J03	20.53	1.0		Tropheops	sp-yellow-gular	1.0	1.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994259/fAstCal1.2/cichlid6994259.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994260	TroYel6	D09-J04	16.33	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994260/fAstCal1.2/cichlid6994260.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994261	TroYel7	D09-J05	17.61	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994261/fAstCal1.2/cichlid6994261.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994262	TroYel8	D09-J06	15.52	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994262/fAstCal1.2/cichlid6994262.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6978963	TroYel9	D09-J07	15.04	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	F	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978963/fAstCal1.2/cichlid6978963.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994263	TroYel10	D09-J08	18.66	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994263/fAstCal1.2/cichlid6994263.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
CICHM16429581	PetGen13	D09-J09	30.72	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429581/CICHM16429581.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Petrotilapia_genalutea
CICHM16429582	PetGen14	D09-J10	26.97	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429582/CICHM16429582.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Petrotilapia_genalutea
cichlid6994264	TroYel11	D10-A03	16.81	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994264/fAstCal1.2/cichlid6994264.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994265	TroYel12	D10-A04	15.23	1.0		Tropheops	sp-yellow-gular	1.0	1.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994265/fAstCal1.2/cichlid6994265.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-sp-yellow-gular;species:yellow-gular;	cf.	Tropheops_sp-yellow-gular
cichlid6994266	TroYel13	D10-B02	19.04	1.0		Tropheops	sp-yellow-gular	1.0	1.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994266/fAstCal1.2/cichlid6994266.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
CICHM16429634	MayZeb15	D10-B06	35.58	1.0		Maylandia	zebra	1.0	0.0	1.0	M	Mbuna	Chiofu		0.0		sanger	BB	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429634/CICHM16429634.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Maylandia_zebra
cichlid6978964	TroCho2	D10-B07	17.85	1.0		Tropheops	sp-chiofu-yellow	1.0	1.0	1.0	F?	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978964/fAstCal1.2/cichlid6978964.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu;		Tropheops_sp-chiofu-yellow
cichlid6994267	TroYel14	D10-B08	18.5	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994267/fAstCal1.2/cichlid6994267.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid6994268	TroCho3	D10-B09	19.14	1.0		Tropheops	sp-chiofu-yellow	1.0	1.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994268/fAstCal1.2/cichlid6994268.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-3;		Tropheops_sp-chiofu-yellow
CICHM16429681	LabFue27	D10-C03	34.74	1.0		Labeotropheus	fuelleborni	1.0	1.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429681/CICHM16429681.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Labeotropheus_fuelleborni
CICHM16429656	DipLim10	D10-C04	34.0	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	M	Diplo	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429656/CICHM16429656.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Diplotaxodon_limnothrissa
CICHM16429657	DipLim11	D10-C07	34.68	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	F?	Diplo	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429657/CICHM16429657.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Diplotaxodon_limnothrissa
cichlid6978965	DipBig5	D10-C08	17.57	1.0		Diplotaxodon	sp-bigeye-black-dorsal	1.0	0.0	1.0	F?	Diplo	Chiofu		1.0		sanger	offshore		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978965/fAstCal1.2/cichlid6978965.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-big-eye;		Diplotaxodon_sp-bigeye-black-dorsal
cichlid6978966	RhaGre2	D10-D01	19.24	1.0		Rhamphochromis	sp-greyback	1.0	1.0	1.0	U	Rhampho	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978966/fAstCal1.2/cichlid6978966.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-grey;		Rhamphochromis_sp-greyback
cichlid6994270	TroCho4	D10-D07	18.12	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994270/fAstCal1.2/cichlid6994270.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid6994271	TroCho5	D10-D09	17.95	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994271/fAstCal1.2/cichlid6994271.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid6994272	TroCho6	D10-E03	17.85	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994272/fAstCal1.2/cichlid6994272.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
CICHM16429614	ProOrn11	D10-E04	34.14	1.0		Protomelas	ornatus	1.0	0.0	1.0	M	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429614/CICHM16429614.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Protomelas_ornatus
CICHM16429615	ProOrn12	D10-E05	33.92	1.0		Protomelas	ornatus	1.0	0.0	1.0	M	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429615/CICHM16429615.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Protomelas_ornatus
CICHM16429772	CyaObl1	D10-E06	31.82	1.0		Cyathochromis	obliquidens	1.0	1.0	1.0	M	Mbuna	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429772/CICHM16429772.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Cyathochromis_obliquidens
cichlid6994273	TroCho7	D10-E07	15.8	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994273/fAstCal1.2/cichlid6994273.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid6994274	TroCho8	D10-E08	16.5	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6994274/cichlid6994274.cram	cram		Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid7020198	TroCho9	D10-E09	14.62	1.0		Tropheops	sp-chiofu-yellow	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger	"was ""choifu yellow"" - presume typo"		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020198/fAstCal1.2/cichlid7020198.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid7020199	TroCho10	D10-E10	18.33	1.0		Tropheops	sp-chiofu-yellow	1.0	1.0	1.0	F	Mbuna	Chiofu		1.0		sanger	"was ""choifu yellow"" - presume typo"		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020199/fAstCal1.2/cichlid7020199.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-chiofu-yellow;		Tropheops_sp-chiofu-yellow
cichlid7020200	TroYel15	D10-F05	16.06	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020200/fAstCal1.2/cichlid7020200.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid7020201	TroYel16	D10-F06	15.61	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020201/fAstCal1.2/cichlid7020201.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid7020202	TroYel17	D10-F07	16.38	1.0		Tropheops	sp-yellow-gular	1.0	0.0	1.0	M	Mbuna	Chiofu		1.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020202/fAstCal1.2/cichlid7020202.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-gular;		Tropheops_sp-yellow-gular
cichlid7020203	TraSha1	D10-F08	16.55	1.0		Tramitichromis	sp-east-coast-shallow	1.0	1.0	1.0	M	Shallow	Chiofu		1.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020203/fAstCal1.2/cichlid7020203.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-shallow-eastern;		Tramitichromis_sp-east-coast-shallow
cichlid7020204	AulUnk4	D10-G03	17.59	1.0		Aulonocara	saulosi	1.0	1.0	1.0	M	Deep	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020204/fAstCal1.2/cichlid7020204.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Aulonocara_saulosi
cichlid7020205	AulUnk5	D10-G04	18.11	1.0		Aulonocara	saulosi	1.0	1.0	1.0	M	Deep	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020205/fAstCal1.2/cichlid7020205.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Aulonocara_saulosi
cichlid7020206	AulUnk6	D10-G05	13.89	1.0		Aulonocara	saulosi	1.0	0.0	1.0	M	Deep	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020206/fAstCal1.2/cichlid7020206.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Aulonocara_saulosi
CICHM16429670	NaeChr1	D10-H02	27.93	1.0		Naevochromis	chrysogaster	1.0	1.0	1.0	U	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429670/CICHM16429670.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	genus:Naveochromis;		Naevochromis_chrysogaster
cichlid7020207	CheEuc4	D10-H03	15.02	1.0		Cheilochromis	euchilus	1.0	0.0	1.0	U	Shallow	Chiofu		0.0	180808.sequenced_master	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020207/cichlid7020207.cram	cram		Malawi_cichlids_2017	4812.0			Cheilochromis_euchilus
cichlid7020208	CheEuc5	D10-H04	15.71	1.0		Cheilochromis	euchilus	1.0	0.0	1.0	U	Shallow	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020208/fAstCal1.2/cichlid7020208.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Cheilochromis_euchilus
cichlid7020209	CheEuc6	D10-H05	18.03	1.0		Cheilochromis	euchilus	1.0	1.0	1.0	U	Shallow	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020209/fAstCal1.2/cichlid7020209.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Cheilochromis_euchilus
cichlid7020210	SciNya1	D10-H06	17.61	1.0		Sciaenochromis	sp-nyassae	1.0	1.0	1.0	U	Shallow	Chiofu		1.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020210/fAstCal1.2/cichlid7020210.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-nyassae;		Sciaenochromis_sp-nyassae
CICHM16429591	TrePla8	D10-H10	32.89	1.0		Trematocranus	placodon	1.0	0.0	1.0	F	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429591/CICHM16429591.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Trematocranus_placodon
CICHM16429732	CopVer1	D10-I01	36.13	1.0		Copadichromis	verduyni	1.0	1.0	1.0	F	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429732/CICHM16429732.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	clade:utaka;		Copadichromis_verduyni
cichlid6978968	CynAur2	D10-I02	18.47	1.0		Cynotilapia	afra	1.0	1.0	1.0	M	Mbuna	Chiofu		0.0		sanger	black		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978968/fAstCal1.2/cichlid6978968.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:aurifrons;		Cynotilapia_afra
CICHM16429733	CopVer2	D10-I06	36.8	1.0		Copadichromis	verduyni	1.0	1.0	1.0	M	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429733/CICHM16429733.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	clade:utaka;		Copadichromis_verduyni
CICHM16429734	CopVer3	D10-I07	35.18	1.0		Copadichromis	verduyni	1.0	0.0	1.0	M	Shallow	Chiofu		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429734/CICHM16429734.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	clade:utaka;		Copadichromis_verduyni
cichlid7020211	PseCra2	D10-I09	17.21	1.0		Pseudotropheus	crabro	1.0	1.0	1.0	U	Mbuna	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020211/fAstCal1.2/cichlid7020211.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Pseudotropheus_crabro
cichlid7020213	MylLab1	D10-J02	17.86	1.0		Mylochromis	labidodon	1.0	1.0	1.0	U	Shallow	Chiofu		0.0	180808.sequenced_master	sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020213/fAstCal1.2/cichlid7020213.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Mylochromis_labidodon
cichlid7020214	MelAur1	D10-J05	15.51	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020214/fAstCal1.2/cichlid7020214.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020215	MelAur2	D10-J06	16.54	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020215/cichlid7020215.cram	cram		Malawi_cichlids_2017	4812.0			Melanochromis_auratus
